,Name,Message,Party_Affiliation
533,Sue Roos,"['Michael Walsh   Yes, Walter had an excellent opinion of his own.  He certainly isn’t parroting fox entertainment!', 'John Hackett   That is like comparing apples to watermelon!!', 'Nate Litalien   I totally agree that he has handled the coronavirus very well!  He didn’t listen to trump!  However, in every other way he is a trumper.  Vote blue!!!', '\U0001f92e\U0001f92e\U0001f92e']",1
534,Sue Sevener,"[""Steve Langis why are you coming down on me, I'm a Trump supporter. Check my profile...."", ""Cheryl Cochran no he is more demanding than rep. He won't stand up to the dems."", ""Anne Rogers I didn't say death is a joke. I'm saying the scare tactic and paranoia and how the democrats have control of all of it, is a joke. They don't even follow their own rules.."", 'Deb Parlatore Trump wants what is best for our country. Anyone who is willing to back him, is looking for the same. Did you hear first hand.? Sanunu has a bunch of democrats in the government. We have to get them out. ', ""Anne Rogers we don't need masks, this is a joke."", 'Yes he is that is why he is great for NH. Democrat governors and mayors are a little freaky.']",0
535,Susan Ayer,"['Because he will that’s why', nan, 'Carlos Leduc You better watch what the fuck you fucking trailer trash bitch fucking say about me asshole all right you better look yourself in the goddamn fucking mirror asshole just remember your state is worse than New Hampshire you have a higher rate And more people dying and so did Florida California and that’s what you get for opening up to fuck in soon', 'Ron Linscott No I do not work for him and no I don’t only see part of it I see all of it don’t even go there with me OK and like I said are you a democrat or republican you Gotta be a Democrat', 'Carlos Leduc I don’t think so', 'Sounds like your Democrat', 'And I am a Republican what about you', nan, 'Winston Grady How do you say about me asshole', 'Carlos Leduc Yes we Do he’s a good man so don’t ever put him down', 'Ron Linscott Does not suck at everything don’t even go there', nan, 'Winston Grady I’ve done it before I live on minimum-wage you asshole OK when I was working so don’t even go there with me', 'Mark Hamilton Well that’s your problem OK he shook my hand at the Christmas parade one year and he never lied to me so good luck yourself too', 'And your point is about the masks we have to wear them no matter what OK and yes he is doing a good job on all levels', 'Winston Grady You asked me why because he’s a good governor that’s why OK', 'And he always will have my vote too', 'Yes he has done a good job with this virus And I give him credit for it it’s not easy being in the governor', 'Mark Hamilton We will back up Chris Sununu He’s got a good job']",0
536,Susan Bonard Bygrave,"[""Robert W Gage I remember being in my teens in the early 70s and when I heard his father speak I asked my own father how could this guy be so horrible.  I don't even remember the issues or discussion now but still remember at how appalled I was at Sunnunu Sr.""]",1
537,Susan Brown,['Dems are no longer rational - nothing like JFK\nDems=Socialists\nWe want smaller government not Government Ruling\nNo Thanks Dems!\nVote RED'],0
538,Susan Carlson,['I will never vote for Sununu I don’t like Trump I hate him if he supports Trump he will never get my vote on my husbands'],1
539,Susan Corbett,"['Vote BLUE!!!!!', 'Vote him out ', 'We deserve better than Sunny. And I don’t have kids. ', 'Vote him out! ']",1
540,Susan Covert,"[""Me too....this isn't rocket science - we actually know what we can do to slow down the virus and get on the other side of this nightmare.  Obviously, this is not going to happen until we have a strong and consistent message from leaders."", 'Seeing FB posts of the rally ... almost no one is wearing a mask and they are clearly jammed right next to one another.']",1
541,Susan Ellis,"['City dumps have plenty of space for them !!!👎🏼👎🏼🤣🤣\U0001f92e\U0001f92e', nan, 'So should we shut down the state?? They have every one so damn scared that I believe everyone is loosing their common sense!!!! Look around it already feels like China has taken over!! 😢😱😷😷😷😷😷 ', 'This cases in NH are actually lower than most states... do the numbers... totally overblown ... your being lied to!!! Wake up America... our lives and freedoms are being striped away from us!!!!  We know how to protect ourselves!!!! Not to mention it was an out door event!!!! Vote Democrat mayor and governor and NH will be come another Portland and Chicago!!!! Live Free Or Die!!!!!! 🙏🙏🙏🇺🇸🇺🇸🇺🇸', 'Well said!!! The pandemic is blown outta control... not saying it’s not real just blown up! The death rate for N.H. is so low factoring in the population , do your math it will astound you!! We all know how to be safe by now!! Just stay in your house you will surely die!!!!! Out door events even safer !! 👎🏼👎🏼😱👿', 'Whoa... that’s not good! People need to start applying for the jobs out there, hear there’s plenty of them out there!! Then you hear that it’s not safe to get back out there!   Lies... it all can be done safely.. the media needs to shut it!!!! How are things ever gonna get better if they keep touting doom and gloom all the time!!! One hears it enough times . you start believing it!!!!! Even if it’s not true!!! Sad really!!! 👎🏼👎🏼👎🏼🙏🙏🙏😷']",0
542,Susan Fogarty,"['Done! Thank you Raymond Buckley ', ""Raymond Buckley can you repost the link to request Biden-Harris signs? It seem to have truncated and is not working. I have to agree with Brian Nolen -- driving around my community I am ambushed by Trump support. Granted, that is a cultish extremism that I don't want to emulate, but Dems are very late to the game in building excitement or countering that momentum, at least in rural NH. I bought my own signs from Etsy and will sign up to get more and put them around my town, but we should have started this ages ago. Not a criticism of you or the local organization, but if ever there were a time to get more aggressive it is now.""]",1
543,Susan Fortier,"[""I don't blame you."", 'Good job !!!', 'Dems did not vote for 3rd term abortions. \nBabies born in the 3rd term are premature and usually live.', 'Virtually no rain this summer.  The dirt is just powder.\nI have been thinking about this all summer.', 'Jamie P Ryan    who did he vote for?', 'Why would anyone support trump at this point.\n\nhttps://m.facebook.com/story.php?story_fbid=10159254750454384&id=748474383', ""Another reason I don't like him."", 'Alan Doyon   that\'s one reason Joe won.\nIt shouldn\'t be a ""crime"" to seek asylum; that doesn\'t mean everyone should be allowed to stay.\nIt\'s a moot point anyway; no one wants to come to America anymore anyway.', ""Matt Jones    democrats do not support open borders.  Don't you remember Obama,  deporter in chief?"", 'Sununu is either incredibly ignorant or spineless. \nIn either case, NOT a good leader.', 'How many attended the NH Trump rally?', 'And who is that other hand', ""Riché Colcombe   is he requiring students attend school or also offering remote learning?  NH hasn't had much COVID but that could change with one or two infections per school.  ""]",1
544,Susan Hennessy,"['Any Trump supporter will never get my vote.', 'OUT !']",1
545,Susan Kelley Harden,"['Mindi Messner was a state rep a few years ago. She is from NH.', ""With probably half of my southern NH town there, I'm betting the kids will be stuck going into remote learning by the second week of school. The selfishness and lack of empathy and compassion in these trumpers is astounding!""]",1
546,Susan L McCormack,"['Terry Ward if you truly believe the nonsense you stated about drinking disinfectant, and voting twice, then you are the one who is in the dark. ', 'Terry Ward no, it’s Democrats who use people for votes and want to keep them dependent on the government, so the Government can get bigger and have more control on everything we do. I don’t hear any Democrats talking about freedom and liberty.', 'Ellen McDowell Ruggles no, he is paying attention ', 'Bernadette DeNeve why does that make sense? He didn’t act like a dictator or NH daddy, made recommendations which is what he should do and saw to it that NH had what was needed.', 'Kathie Costos DiCesare it has never been verified! You can not verify anonymous people. ', 'So does that mean you would rather be dictated to?']",1
547,Susan Labie Fuller,"['I’m not a fan of Sununu but this is misleading and doesn’t help Democrats.  There is a mask mandate for crowds over 100.  That applies to this rally if Trump can find 100 supporters.  ', 'Andi Anderson that’s unkind and not helpful.  ', 'Wendy Brown-True he didn’t mandate masks so that he wouldn’t have to pay for them and he is funneling CARES money to private schools. yes, his response to the pandemic was much better than we can expect from most republican governors, but his pre-Covid agenda is still intact.  If you didn’t support him before Covid please don’t support him now.  ', 'Jeffrey Hunt yes, but passing on the cost of a national pandemic while diverting funds to private schools isn’t.']",1
548,Susan Latvis,"[""But that's not how I remember it I heard them say that mask would be available and hand sanitizer. And it's up to the people to wear them you can't make someone wear a mask.. so stop spreading your hatred.. governor sununu is one of our finest governors. God bless him and God bless America.""]",0
549,Susan Lebell,"['Governor Sununu is an Awesome Governor in & for New Hampshire ‼️❤️🇺🇸❤️', ""I'm with You ‼️🇺🇸❤️""]",0
550,Susan Lindquist,"[""Denise Cunningham Look back at the social media posts that Gov Sununu has posted. Like most politicians, he has built a 'good guy brand' that I've watched. When I weigh that brand against his policies, his interaction with the state house, and his embracing of national GOP party line policy, I don't necessarily see a governor that is really looking out for New Hampshire citizens. I see a politician that is walking pretty close to lock step. Just my opinion."", ""Totally done with Gov, Sununu. I think he was doing a good job for the economy of the state, but when he swallowed the kool-aid of the GOP hardline and refused to stand up to the ill performance of Trump, I lost all respect. There comes a time when one has to step away from the party dogma and he failed ... big time. To boot, he has done this smarmy thing with the Internet social media ... not goin' for THAT kool-aid, Gov.""]",1
551,Susan M Houck,"[""I'm for Trump too! Happy we have Governor Sununu!"", 'Jo Strohbehn remember Ferguson??? Chicago?? How you forget easily! ']",0
552,Susan McCullom Barry,"['Patricia Snyder I blocked Jeff Foote long ago. He is a waste of time.', 'Tom Seiler your tinfoil hat, I mean cowboy hat, is on too tight trumpanzee.', 'Scott Anderson did you make it past 5th grade? Arrogant, ignorant and stupid is a great way to go through life.', 'Al Woodard typical xenophobic “if you weren’t born here, leave” response. you have to be an ignorant dtrump cult member. Vote Blue.', 'Vote Blue! ']",1
553,Susan Mcphee,['time for him to get out to'],1
554,Susan Nickerson Hodgson,"['Barry Beliveau seriously? plastic??? Be sure to breathe it all in!', 'William Ventura Sr.  They are plastic!!! Not a good idea! \U0001f92f😲']",1
555,Susan Prescott,"['Trump tool', 'Lost my vote.  Should have mandated masks too!']",1
556,Susan Seiden,['agree ! no more Trump; no more Sununu'],1
557,Susan Wilson,"['This is not a decent governor!!', 'This man has to go!!', 'He needs to GO‼️😯', 'When people are no longer working  virtually from home , then children might be able to return to in person school.']",1
558,Susan Young,"['ilove trump and sunu', '1', 'you people are sick sick sick', 'whiy do you tell somany  lies']",0
559,Susanne Hogan,"[""It's so sad because I think you have a higher standard than Trump. Trump, he has no standards""]",1
560,Susie Delaney MacDonald,['Trump\nSununu'],0
561,Suzanne Johnson Paige,"['Yes Pat!  God forbid that we listen to any democrat!', ""Maybe ornery but true.  We like where we live and HOW we live and don't like changes to the worse!"", 'Also for Christina Murphy', ""Carolyn Murray:  Don't mind if you move here, just don't change our way of living!  We have it pretty good up here with relatively low taxes and we want to keep it that way.  That way, even the older generation can afford to stay in their homes."", 'Why did you move up here anyway?  You folks move up here because of the tax advantage. Then when you get up here, you start to try to change things to how they were in Massachusetts..  Go back there!!', 'Maybe you should move to South America or at least to California!!', 'Where are you from?', ""You couldn't get anyone much better than Chris Sununu!  He has done a supberb job as Govenor of NH!!"", 'All Republicans are not rich! Some of the richest people in the country are Democrats like, Bill Gates, Jeff Besos, Georger Soros, etc.  Most of Hollywood Movie Stars are very liberal, too.  I would say the Dems have far more rich people than Conservitives!!']",0
562,Suzanne Marciano,['Keep Chris as Governor. NH needs the Republican presence '],0
563,Suzanne Mckinnon,"[""You Trolls are dreaming out your A@@  i travel way up north New Hampshire this weekend and guess what i saw Trump signs all over really big ones one or two Biden signs that were almost hidden in the trees and brush's.so you dream on lol"", ""Kelly Hamer oh makes you so smart you are apparently voting for someone who doesn't know where he is and can't even make a coherent sentence.now looks stupid."", ""I already display a flag and sign on my front lawn and it isn't Biden and Harris. I've traveled around my state of new Hampshire and there is alot of Trump support.""]",0
564,Suzanne Vail,"['That was not a deliberate typo. Sheesh. InDepthNH.org ', 'Indepth.org', 'Thank you NHDP, for setting and keeping the record straight.']",1
565,Sylvia Ross Barrett,"[""I just saw the Trump rally in Manchester NH on TV and most of the spectators Booing when the the loud  speaker came on to ask everyone to wear a mask.  I  thought Gov Sununu said more than a crowd of 100 have to wear a mask. Trump rally did give out masks but why wasn't this enforced If the rally people didn't enforce it then why seeing as this is what the Governor said should happen didn't Trump people enforce our Governore rule.  WE residents are doing our part so please Gov Sununu make sure you do yours and enforce your rule.""]",1
566,Tami Dluzniewski,"[""The Lyin' Don supporters crying on here need to get off their asses and get out there and support their big, fat crook.  Trolling Democratic pages all day with ignorant comments on social media isn't helping Lyin' Don.  "", ""Christine Aspinall Prescott Your hero pocketed all his donations.  You're shit out of luck.  You'll have to buy a Lyin' Don sign if you want that trash in your yard.  "", 'Don Diamant Jr. That comment coming from a Trump supporter.  😂😂😂😂', ""Jacquie Adams That's what the Trump signs are for, hon.  "", 'Rudy Rudzinsky Biden 2020 ❤️\U0001f90d💙🇺🇸🇺🇸🇺🇸🇺🇸', 'Mike Parks Your priorities suck.  ', nan, 'Riché Colcombe The money that was turned down was for charter schools.  It’s time Republicans start investing into our public schools.  And you know damn well Sununu gave himself a raise and thinks $7.25 an hour is fine for minimum wage.  He’s a crook just like Trump.  ', 'Ralph Russell 😂😂', 'John DiPaolo People like you are what ruins NH.  Grow up!']",1
567,Tami Lannom,['Vote him out!!'],1
568,Tammy GT,"[""Patty Walsh In her dreams. She's a knucklehead."", nan, ""Sally Charland Anderson  Are you telling me you've seen a riot of 10,000 people in NH? I call bullshit on you."", nan, 'Leo Walbourne No first lady has ever had to endure the hate cast at Michelle Obama and THAT is a disgrace. Adults comparing her to an ape or photo-shopping a penis on to her to make her look like a man is really disgusting and not the behavior I was raised with or I believe most NH natives were raised with.', ""He did a decent job with the pandemic, but he's still allowing bike week which may f... it all up now."", '\U0001f92e']",0
569,Tammy Marie Le Blanc,"['Vote him out', '100% agree']",1
570,Tamra Kennedy,['He closes state registration offices do to covid but excuses for Trump rally. What a kiss _ _ _'],1
571,Tanmoy Das,['Trump 2020 '],0
572,Tasha Lynne,"['Thank god for Sununu! Nh is doing AWSOME!', nan, 'Vote these lying ass Democrats out! Thank you @ChristopherSununu', ""It's called school choice! The school gets so much for every student attending. Stop lying!! You're just mad because now public schools are going to lose kids because some districts DIDNT WANT TO OPEN!(up to the school board) which means each kid they lose loses them that much $! Lying snakes""]",0
573,Tayna Kinkade,"['Just like trump!', 'He is a puppet! He served trump, not America! OUT!']",1
574,Ted Bukowski,"['Lost my vote...', 'That’s why he lost my vote!', 'He lost my vote!']",1
575,Ted Degener,"[""he's for voter suppression and endangering citizens by backing Trumps misguided corona policies.""]",1
576,Ted Sares,"['Russian trolls?', 'ugh']",1
577,Teena Young,"['Russell Heath Maybe their being bussed in to make the protestors and the democrats look bad, seems to be working..']",1
578,Teresa Koza,"[""Patricia Corrigan LeClair 4 more years. Just take care of your self you'll be okay 👌"", 'Diane Messer vote red from top to bottom 🇺🇲🇺🇲🇺🇲🇺🇲❤❤❤🙏🙏🙏']",0
579,Teresa Lambert,['Will not vote for Sununu.'],1
580,Teresa Wolke,"[""Richard Riemer your brain is confused the democrants keep drinking the koolaid just like good little sheep . if they here something on tv it true they don't know how to do research on their own."", 'https://www.facebook.com/BlackVoicesforTrump20/videos/1374459582751941', 'https://www.theblaze.com/news/kamala-harris-proud-of-jacob-blake?utm_content=bufferb5488&utm_medium=referral&utm_source=facebook&utm_campaign=fb-theblaze&fbclid=IwAR2_z-_XdA_hpr-EM-3Lj0buvSAjPzPPZvbDwG5Q17dZDyMTEcQ9icd_CEI', 'https://www.facebook.com/FollowTheWhiteRabbit1776/videos/730823357467912', 'no trump did not say this another lie by the media', 'https://www.facebook.com/DavidJHarrisJr/videos/613457242674966', ""haha oh bless you little heart , you poor sheep can't handle the truth , go back to your basement with biden and smell each other .people like you can only site HATE just like all the riots that is all the dems know if they can't have their way . "", 'Charlotte M. Fyfe you need to learn to do some research stop listening to the media TRUMP IS FOR COUNTRY AND ALL AMERICANS .what you just described is the democrat party', 'Raymond Buckley how do believe when its right out in plain site ,the ignorant one is you . take you head out of the hole its stuck in you might learn something', 'Raymond Buckley bless your little heart you poor little sheep keep drinking your kool-aid like a good sheep maybe when you grow up you will be able to understand right from wrong', 'Fred DeCicco no just facts WAKE UP SHEEP', 'Fred DeCicco no just facts WAKE UP SHEEP', ' ok for all you dems here is what biden and harris wants .If you chose to move your family to a safe, quiet neighborhood that does not have a high crime issue the Democrats, led by former Vice President Biden and his Fair Housing Initiative, are prepared to change that.\n\n Low income neighborhoods are generally crime ridden and to move that next door to people who have worked hard to not have to live in that environment is abhorrent.\n\n“In other words, you’ve worked your whole life to raise your kids in a safe place, but Democrats can make it dangerous overnight if they feel like it  \n\n“But you should know that all of this only applies to middle class neighborhoods. There aren’t going to be any Section 8 apartments built in Aspen or in Martha’s Vineyard.  \n“Barack Obama loves the idea of moving poor people from the cities to the suburbs. He just doesn’t want it anywhere near him. Obama wants to live in the palest neighborhood he can find, and that’s exactly where he does live ', 'Teresa Wolke\nChris Liquori ok no longer yeah the country will be socialist ? i like my freedom.\n', ""Chris Liquori that don't make sence ? so after trump is longer president then the country will be socialist country that is what you are saying ,and it will be if biden gets elected"", 'To answer all of those of you who would say “I can\'t believe you would vote for Trump."" Well folks listen up! I\'m not just voting for him.  I\'m voting for the second Amendment.  I\'m voting for the next supreme court justice.  I\'m voting for the electoral college, and the Republic we live in. I\'m voting for the Police,and law and order.  I\'m voting for the military, and the veterans who fought for and died for this Country.  I\'m voting for the Flag that is always missing from the Democratic background.  I\'m voting for the right to speak my opinion and not be censored.  I’m voting for secure borders.  I’m voting for the right to praise my God without fear.  I’m voting for every unborn soul the Democrats want to murder.  I’m voting for freedom and the American Dream.  I’m voting for good and against evil.  I\'m not just voting for one person, I\'m voting for the future of my Country! What are you voting for?  Copy and paste, I did!!!', ""Chris Liquori why you can't handle the truth"", 'Chris Liquori no just no a sheep like you dems who want a socialist country ', 'mask are a joke no piece of cloth is going to stop it', 'Chris Liquori proof ', ""remember trump found that magic wand to bring jobs back obama said he didn't have one "", ""Anni DeVito and he still never showed it just a fake one and if you loved obama so much what did he do for this country besides sell us out to other country's"", ""Chris Liquori show me proof if mitch said this i 'll be waiting and if you think any of this is fake then do your own research if you know how "", '\nASK YOURSELF \nI am not a Democrat and my family is not, \nbut I found this interesting from a Democrat..\nOPEN LETTER TO DEMOCRATS\nI just have a few questions for you….\nLet me start with, I already know you don\'t like \nPresident Trump...that\'s a given,\nSO\nlet\'s move on from that...\nAbout the division of America..\nDo you really blame Trump for that?\nHow about when NONE of the DEMOCRATS showed up for his inauguration? Don\'t you think that started the division? He hadn\'t even been president yet, and EXCEPT for Clinton and Obama, not one democrat showed up....Is that when Trump divided America? Can you imagine if the REPUBLICANS didn\'t show up for Obama\'s inauguration because they lost??? Can you even start to imagine what would have happened?\nHow about when 19 minutes after Trump was inaugurated, the Washington Post declared the IMPEACHMENT CAMPAIGN has STARTED? Was that when Trump divided America?\nHow about when Nancy Pelosi ripped up Trump\'s state of the union right in front of the world, showing complete disrespect for the president of the United States? Did that bring the country together and is THAT when Trump divided America?\nHow about when America had to endure, 3 years and over 30 million dollars spent on trying to PROVE that Trump only won because of RUSSIAN COLLUSION and NOT because America voted him in and 17 democrats did EVERYTHING in their power to PROVE that there was Russian Collusion...and came up with ZERO...?\nWas THAT when Trump divided America?\nI can\'t even start to go over the NEGATIVE PRESS he\'s received since his surprise win...\nRemember, the DONORS, the likes Bloomberg, who gave 27 million, Tom Steyer who gave 17 million, George Soros who gave 9 million and MANY MORE that gave MULTI-MILLIONS to Hillary, wanted a return on their investment...\nDo you really think that donors give MILLIONS UPON MILLIONS just because they love Hillary?\nNO, these weren\'t campaign donations, they were INVESTMENTS into what HILLARY had promised them when she became president....\nThey were so sure she would win and they would be SHOWERED with HUGE RETURNS, and when it didn\'t happen and they LOST all those millions, they went all out to TAKE TRUMP out of OFFICE by any means possible...\nDID YOU KNOW that 90% of the Mainstream media and the corporations that own them, are owned by or run by BIG DEMOCRAT DONORS? You can verify all of that for yourselves...I did...\nSince the moment Trump won, even before he was inaugurated, the mainstream media\'s reporting was 92% negative on Trump, do you know why?\nIt was those big donors that lost their dream of MILLIONS of dollars, on their returns that they were going to receive win Hillary was president and they weren\'t going to take that loss lightly...They needed to PUNISH TRUMP and those that VOTED HIM IN...\nI\'ve said this since the night he was elected...\n""There is NOTHING the left won\'t do to take down our President”, our country and us, no low they won\'t go to, to get their power back"", and sadly, we have seen this every single day since his election.\nLet me ask you this...Have you ever listened to Trump or appreciated any accomplishment or campaign promises he\'s kept, have you ever gone to one of his rallies or have you just closed your mind to ANYTHING he does?\nPlease ask yourselves the following questions, if you dare...\nWhat has Joe Biden done for America for the last 47 years that he\'s held an office?\nWhat did Joe Biden ever do for BLACKS when HE and Obama were in office?\nWhat has Joe Biden ever done in his entire life to create a private-sector job?\nWhat has Joe Biden done to help the American middle class worker?\nLet me also ask you this...\nWhy do you think there are so many people tearing down statues, our burning flag, beating up police officers, disrespecting our founders and hating our country?\nIt comes straight from our SCHOOLS that have slowly been tearing down our history...\nIf there is a teacher out there, please tell me the following:\nDo you teach the truth that it was the DEMOCRATS that:\nWere the KKK?\nThat the GRAND LEADER of the KKK was Robert Byrd, who was elected to congress and served for decades, and that it was Hillary, Bill, and Obama that gave his EULOGY praising him?\nThat the DEMOCRATS fought the Civil war to KEEP SLAVERY?\nThat the inner-city ghettoes were created by DEMOCRATS to keep control of slaves after they were freed?\nThat planned parenthood was founded in inner cities to CONTROL the BLACK POPULATION?\nIs any of this in your history books? Let me ask you this as well.\nCan a student speak up when he/she disagrees with a teacher when they say that Trump is a horrible president or the electoral college has to be eliminated? Don\'t think so?\nWell, I know a student that actually happened to...When the teacher said it had to be eliminated because Hillary lost, and he stated the reason it should stay,\nShe ripped him apart and gave the entire class a 5 hour test, and stated it was because he DARED to disagree with her...\nIs that happening in your schools?\nI\'m only asking questions....I\'d like your answers..\nPresident Trump and his entire family has been vilified, demeaned and disrespected, for one reason and one reason only.......HE WON...\nHave you noticed the DEMOCRATS only throw tantrums and OBJECT to everything he does and have NEVER ONCE gotten behind him to make America the best it can be?\nWHY? They can\'t afford to get behind him...he would WIN AGAIN, and they can\'t let that happen....if he wins again, the Democrat party will be destroyed and they know it...\nDid you notice that the ""CAGES"" the left claimed that Trump built to put Illegal children in, WERE BUILT BY OBAMA for the very purpose of PUTTING ILLEGAL CHILDREN IN?\nWas THAT all over the news when Obama did it? The very same ""CAGES""...but the media was silent!!\nHow about when Trump commuted Roger Stone\'s sentence,and was DEMONIZED 24/7 but NOT A WORD when Obama commuted 1715 inmates, which included 330 that he granted on his last day in office...\nDID WE EVEN HEAR one WORD about it? Were there reporters even reporting it...NO! Just look at the difference in the reporting. By the way, since Trump\'s been in office he\'s commuted 10 people...compare that to Obama...Is that reporting fair?\nHow about when Biden and Obama allowed the H1N1, the SWINE FLU, to INFECT MILLIONS of Americans before declaring it a health emergency....\nWas the press losing it\'s minds and calling it the OBAMAFLU AND BLAMING OBAMA and BIDEN for the spread ? SILENCE!\nCompare this to the NEGATIVE COVERAGE that Trump got when, he immediately halted travel from China when, in February, Nancy Pelosi went to Chinatown and said come on down, or when DeBlasio, in March, said ride the subways and go to broadway...BUT those same people are blaming Trump for the spread of coronavirus..\nA FINAL QUESTION:\nWhat have the DEMOCRATS done to help make America the best, to get behind a president that works tirelessly to care about WE THE PEOPLE instead of using us as political pawns..\nWhat have the democrats done for people of color EXCEPT for GIVING ILLEGALS more rights than citizens and having us pay for it...\nJUST imagine what this country could accomplish if the Democrats worked with him on the economy, the coronavirus, the inner cities where he\'s created opportunity zones, job training etc.\nWhen Trump tried to get school choice for inner-city students they ran Betsy Devoss out!! The dems running those innercity schools wanted no part of school choice.\nHave you ever wondered why it\'s cities that have been run, for decades, that have the MOST HOMELESS, the MOST CRIME, the most MURDERS, the worst INNER CITY schools, \nARE ALL RUN BY DEMOCRATS???\nIf you haven\'t started asking yourselves those questions, maybe you should..\nAs I said, my entire family used to be democrats, but NOT ONE will ever vote for a democrat again....\nThey asked themselves the same questions and the answer was clear.']",0
581,Terri Davie,['Our governor is the best'],0
582,Terri Mol Bennett,"['Christine Tollefsen Murphy Get a gun. ', ""Alexis Brooks I'm a dem and own guns "", ""Come to my house I've got something for you."", 'Trump supporter.', ""Riché Colcombe Yes but it's wasted on a trip supporter. "", 'Riché Colcombe Really stop drinking the kool-aid. ']",1
583,Terri Moyers,"['Mike Paquin yes i am...trump makes fun of a physically handicapped person, enough for me to know i will be voting for biden', 'Mike Paquin yes if you want to keep any decency in the government..', 'Andrew Ciminera we will see ', 'Heather Klein what??', 'Dick Masiello I have been satisfied with gov Sununu so far during the pandemic but if he stands with trump this weekend I will not vote for him..you show what you really are made of if you stand with trump ']",1
584,Terri Patridge,['You have to question why anyone would be a tRump guy🤔😢'],1
585,Terry Brewer,"[""Will see in time what ends up happening  It's already been teachers that have passed away from this virus teaching summer school so how can it be any different... Our governor is just as corrupt is Donald Trump does not care about this state Donald Trump does not care about this country in specially to our youth""]",1
586,Terry Butler Gesel,"[""Even 6%, to help prevent one death, is still worth wearing a mask, to help stop the spread of any virus. It's just the basics."", ""At the Trump rallies, the supporters never wear them, and in NH the Governor never mandated them. \n6% of those positives have died from Covid19 in NH and the numbers are still inching up. You wear masks to not spread your germs to others, if in a crowd or store, to those who might go home to someone immune compromised. It's to help from spreading any virus. ""]",1
587,Terry Grady,['Trump is a friggin moron'],1
588,Terry Lanini,"['Connie Richards \nFor sure especially if Biden gets in ,he already said \nTaxes would be going way up ,\nAll the tax exempt that the President\nPut in place will be stopped ,\n\nAll the regulations will be put back in.\nThey plan on taking personal insurance away.\nOpen up borders\nGive medical to illegal immigrants\nSupport the illegal \nEtc etc\nEnough ranting.', 'Mark Walton \nI hope they follow up on these people', 'All restrictions should be lifted every where.\nPeople and children have been out in public \nSo keep your mask and social distance ']",0
589,Terry Ward,"['It’s quite apparent the educational systems in rural communities are lacking in NH. Shameful \ndisplay of stupidity.', 'FOX news has obviously skewed your ability to make rational choices.  Pain would be 4 more years with a moron at the helm, and his associates.', 'Patrick Latvis \nSo you’re condoning racism as normal behavior?', ""Patrick Latvis \nIt's too bad that stupidity isn't painful.\n"", 'William Matatall \n\nNothing in all the world is more dangerous than sincere ignorance and conscientious stupidity. ...\n', 'Nancy Maddocks \nYou must have finished middle school. You must so proud.', 'Susan L McCormack \nYou’re right it is pretty unbelievable.\n\nhttps://www.bbc.com/news/world-us-canada-52407177\n\nhttps://www.nbcnews.com/politics/2020-election/after-calling-double-voting-trump-says-he-may-cast-his-n1239597\n\nFacebook, Twitter Flag Trump Posts On Mail-In Voting, Going To Polls  - https://www.npr.org/2020/09/03/909138371/trump-urges-supporters-in-n-c-to-illegally-vote-twice\n\nSources are endless so Turn on the light Susan.\n\nFOX the fake news station', 'Susan L McCormack \n', 'Susan L McCormack \nSo you’re saying the government has gotten smaller in the last 4 years. Instructing us to vote twice and drink disinfectant and ignore masks isn’t trying to control our lives? If you are a true conservative you should be ashamed and at the same time BS at what your nominee has done to your party and this nation. FOX has kept you on the dark side. ', 'Keep them dumb and poor so they can become good little Republicans.', 'Does this look like a governor “for the people”?\n\nhttps://nhlabornews.com/2020/01/despite-taking-a-31000-raise-sununu-rejects-a-minimum-wage-increase-for-granite-staters/', 'Brendan Johnston \nHe has done a decent job in NH, but he is a Trumpeter.... If he would denounce the evil man I would vote for him.', nan, 'He would have been OK if he hadn’t kissed Trumps ass.', 'He doesn’t care any more about NH than his dad did. ']",1
590,Tessy Williamson,['trump boot licker.'],1
591,Thad Hunter,"[""Our Governor has done a wonder job, this is typical DemocRat rhetoric. I'm voting RED all the way. 😄""]",0
592,Thalia Marino,"['Peggy Bragg and you really believe that', 'He lives in trump pocket and does all he can to please the ****']",1
