,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
3601,oh great i need kindling,2,0.0,0.0,,
3602,ummjust a heads up  sununu is the reason why this state is one of the best states in the countryso ya i want him backwhether he supports trump or not,2,4.7841000000000005,1.0,82.71,0.0
3603,,2,0.0,0.0,,
3604,sue donovan i look around just fine i am also a business owner and fully understand what increased costs do thats crap  there are jobs everywhere that cannot be filled due to a lack of applicants   and just stop with the minimum wage crap its a circle  labor costs go up the product price goes up  very simple math,2,0.0,0.0,,
3605, there are plenty of jobs out there they need to get their ass back to work ,2,0.75,1.0,57.14,
3606,dangerous very dangerous to the socialist agenda ,2,0.7297,0.0,100.0,0.0
3607,tough time for this to happen with winters approach but i suppose most of us will make it through to spring,2,0.0,0.0,,
3608,this chart looks like an endorsement  theyll be littering the common areas ,2,0.0,0.0,,
3609,steven l heiser i wasnt referencing lower taxes and i and all other citizens of the state paid for the upkeep of our roads and bridges and i wasnt pointing a finger at either party if it were a democrat in office i would find fault for the same problem because it is a problem when a governor doesnt do what the people of the state paid him to do i believe a governor should not have power to veto anything that passed with bipartisan votes that tells me he is not for the people of this state joel asadoorian dude learn how to spell your in nh you know part of the united states of america duh,2,0.0,0.0,,
3610,we need to get out and put all these transplants with bad habits out of business nh has been self governing for just short of 400 years and it has worked just fine we do notneed improvement from systems that have a bad track record,2,0.0,1.0,100.0,1.0
3611,bs,2,0.0,0.0,,
3612,gary great way to get back at the dems run a corrugated yard sign over ass  ,2,0.0,0.0,,
3613, deb covillmatthews theres nothing to make public because pelosi being drunk at work and removed from the house is pure and utter fabricationcmon we have to be better than this silly shit,2,0.0,0.0,,
3614,gary phelps i ordered a couple for you just in case the clorox stupor wears off,2,0.0,0.0,,
3615,lynn stevens makere if they havent gone anywhere  they are not exposed not sure i understand your statement ,2,0.0,0.0,,
3616,love him ,2,0.0,0.0,,
3617,u200d,2,0.0,0.0,,
3618,jack olantern you dont know how i vote jack olantern time to smash a pumpkin ,2,1.0,0.0,100.0,0.0
3619,skip kearney greed is rampant indeed,2,0.0,0.0,,
3620,it can take a month for tertiary cases to come to fruition  why is exponential growth so difficult for people in new hampshire,2,0.0,0.7143,100.0,1.0
3621,deborah eldridge sargent  i respect your opinion but disagree politics aside there are not enough jobs for the millions of americans who need them no jobs for the thousands of people who worked at fenway or gillette stadium no fans no jobs restaurants only hiring back at 50 or less hollywood is not working and when they do it will take years to get blockbusters to the theaters one nh theater that had 120 employees has still not opened if they do open they are only taking back 25 managers possible good news for my friend who was a manager there how many hotel  travel workers have lost jobs much much more than you realize  deborah eldridge sargent  not taking sides here but  realistically how many people do you think actually have jobs to go back to millions of jobs in this country have been lost lost lost through no fault of their own the retail industry is dying hospitality is barely surviving businesses have shut doors permanently im sure people would like nothing more than to get back to work where,2,0.0,3.0,100.0,1.0
3622,by factual do you mean msm interpretation because you cant get more credible than the american academy of pediatrics,2,0.0,0.0,,
3623,andy philbrook why would you post that ,2,1.0,0.0,100.0,0.0
3624,put congress on medicare john joyal porky corky,2,0.0,0.0,,
3625,jared parr you have no idea what i believe gamache said there is no substance to objections to sununu and i pointed out specific objections that do have substance you may sit down now jeremy daigle you should be scared 45 is talking about repealing the 22nd amendment has been working on destroying the 1st amendment breaks the emoluments clause and is breaking the fec laws this week both he and pence not to mention that he is guilty of all seven deadly sins and has broken at least seven of the ten commandments how do hypochristians reconcile that vonnie sipple esielionis  trumpanzees dont care about the constitution they use it as toilet paper daily marc gamache vetoing over 50 bills last year and 22 so far this year  even bipartisan bills  is plenty of substance,2,1.0,0.0,100.0,0.0
3626,not true ,2,0.0,0.0,,
3627,charles a kennedy did you get one yet,2,0.0,0.0,,
3628,pam michael exactly,2,0.0,0.0,,
3629,james manville,2,0.0,0.0,,
3630,la la land they are going this to attract shoppers from other states not because they give a dam about you dont you love how he continually states we are the best in the country for this that  everythinghe lives in la la land  thinks we are stupid,2,0.875,0.0,100.0,0.0
3631,ed ed ed,2,0.0,0.0,,
3632,elizabeth montmagny duvall,2,0.0,0.0,,
3633,denise bourassa hoegen thats not entirely fair  all districts are very different  masks and distances should be mandated but s and building configurations are all different  people will not be happy no matter what schools or the governor decide  ,2,0.0,0.0,,
3634,laura paquette look at the pictures they are wearing the same clothes and one is holding his mask ,2,0.9091,0.0,100.0,0.0
3635,go away far away,2,0.0,0.0,,
3636,but  even  the  red town  of  hillsborough  voted  yes  on  this  on  a  warrant  at  tm resulting  in  a  letter  from  our town  officials  to  him,2,0.0,0.0,,
3637,vote,2,0.0,0.0,,
3638,marion cone yup they also will only offer part time work so they dont have to offer any type of insurance or time paid off  sounds like hes never had to struggle with money health issues or caring for loved one he probably has zero clue how much a gallon of milk or loaf of bread costs would love to see these ass wipes do it for one month u0001f928,2,0.7778,0.0,100.0,0.0
3639,disgusting that the minimum wage is 725 an hour who can survive on that no one so then they need help from the statemakes no sense,2,0.8,1.0,55.56,
3640, tammy mchugh then why are you on this site,2,0.0,0.0,,
3641,drama queens,2,0.0,0.0,,
3642,karl mccormack you are a very sad man  john dipaolo ,2,0.0,0.0,,
3643,lisa dahill debartolomao many others in the same boat cynthia burns that or theyve stepped in to be the full time caretaker while the parents have to go back to work ,2,0.0,0.0,,
3644,should be a new hampshire guy through and through,2,0.0,0.0,,
3645,thomas w dawson   n1 pandemic is out of controln2 we cant fix thn,2,0.0,0.0,,
3646,deborah m orell cuevas deborahit really helps to read about the plagues  ths one is difficult because its ability to change itself has to be looked at constantly the fact that its worldwide means more info every day took years for recovery and vaccine for poliomeasles mumpschickenpox whooping coughon and on also pandemic    kids need to stay wellreadwatch teaching tvdocumentariesneveryone is working and  communicating nwith each other  at what they are finding worldwidenask yourselves about how you can get better  if they get ill   teaching means reading at their levels  and beyond  learning how to survive by what the experts are telling us is really what we have to teach them  the rest  is how we all are sharing the things we do  know is true and using masks and bug killing by washing hands sanitizing what we touch daily,2,4.0,0.0,100.0,0.0
3647,monica fosterlol,2,0.0,0.0,,
3648,go union,2,0.0,0.0,,
3649,beaudoin,2,0.0,0.0,,
3650,thank you chairman buckley and senator humphrey for overcoming your differences in the name of good and doing good for granite staters ,2,0.0,0.0,,
3651,everyone that knows me knows how much i despise trump and wouldnt defend anyone like him sununu did a great job voting dem for potus but republican for governor ,2,0.7895,0.0,100.0,0.0
3652,well  i know where my vote goes now  not you,2,0.0,0.0,,
3653,ginger rojas i am a teacher and have been devastated ever since march having to work and teach from home precautions are in place and i am ready to be with students again ,2,0.0,0.0,,
3654, susan weilhackett   wouldnt vote for them for no amount of money ,2,0.0,0.0,,
3655,braking up because its fixed joe robbins so every woman you had sex with means you sexually abused them right  i think he did ok but dont like he sticks up our butt for eversource or put scott mason ahead of fish and game hes a dam farmer  not nothing to do with fish and game,2,0.0,0.0,,
3656,this i actually agree with minimum wage jobs are just to start as a teen you are not meant to stay there if min wage goes up all the prices go up who really pays we the consumer,2,0.0,0.0,,
3657, asshole he should try living off what most people have to maybe then he would actually do something,2,0.0,0.0,,
3658,,2,0.0,0.0,,
3659,john havens you know i would almost agree with that except food  gas clothes rent and everything else has skyrocketed over the last few years how do you think these people pay for that on min wage noh wait they dont they end up on welfare and who pays for that you got it you and the workin classnits just a big viscous cycle that never ends it shows,2,0.0,0.0,,
3660,put a trail camera on it so you can see who steals it ,2,0.0,0.0,,
3661,thats bull he treats granite staters fairly,2,0.0,0.0,,
3662,stephen momaney thats for dam sure ,2,0.0,0.0,,
3663, thats how stupid you sound mike when you say that shit you donnt like eeett u can git ouuuuuut,2,0.0,0.0,,
3664,rita broughall doesnt sound to me like he bowed out sounds more like he stepped aside to allow each district to do what is best for their children not everything needs to be legislated from concord let the local school boards do their jobs richard honer exactly never mind whos doing what  where pay attention to your school district  do as they tell you,2,0.0,0.0,,
3665,and all the dems are biden guys  who gaf,2,1.0,0.0,100.0,0.0
3666, fuck the democrat party  ,2,0.9231,0.0,100.0,0.0
3667,alan pellerin im sorry i dont understand what your trying to say good talk alan hills hes the best governor we have ever had look how he handled the coronavirus we are lucky to have him republicans and democrats alike respect him as he is able to reach across the aisle and make good sound decisions for nh i will vote for sununu   gov sununu is the best governor we have ever had not only is well respected and has handled the corona virus better than any other governor in the country he is also well respected by democrats across the aisle this is some trash political bullshit article that has no merit its sad really sununu will get reelected in a landslide you watch,2,5.875,1.0,85.45,0.0
3668,jim abbot sarcasm i cant tellproud of you must be great at parties and hospital waiting rooms lol,2,0.0,0.0,,
3669,robert foster if you punctuate your writing people will understand what youre trying to say,2,0.0,0.0,,
3670,alden satas source  ,2,0.0,0.0,,
3671,jim wallack then dont have one gene danforth what a demented thing to say you need professional help  donald howard when you can get pregt let us know until then youre irrelevant to this conversation,2,0.0,0.0,,
3672,tom anderson most men are better men than that weasel  suzanne mckinnon and that is scary,2,0.0,0.0,,
3673,maryanne murphy lockwood i couldnt agree more they want their kids back in school to the very teachers they are mad at while they stay home because its safer to work from home but they cant do that peacefully if their kids are at home james lawless where in hell do you live that teachers make that kind of money not happening here in new england pat cabana silva exactly what i said earlier kathleen paul   so very true heath beaudoin   excuse me are you friggin serious do you realize how much time and energy these teachers have already put in from march to june they worked more hours at home than if they had just gone to work every day they were worried sick about their students and their welfare and they went to bed at night thinking about their kids and their families and woke up thinking about them what other kind of job do people do that with  do you ,2,0.0,0.0,,
3674,carolyn murray yesand i work hard as an immigrant so that my kids can go to private schools and best colleges so dont talk like immigrants are the ones that make your public schools not to get funding,2,0.0,3.0,100.0,1.0
3675,nathan page than,2,0.0,0.0,,
3676,great  you just lost my vote,2,0.0,1.0,100.0,1.0
3677, al woodard potus is stripping away the first and assuming that dems are trying to strip the 2nd well you know what they say about ass using  ,2,1.0,0.0,100.0,0.0
3678,fake news,2,0.0,0.0,,
3679,,2,0.0,0.0,,
3680,doug remingtoncoach i did know what he was referring to  but what would you like as a tax in nh that makes sense to you property tax her is crazy and burdensome i bought a farm 5 years ago and taxes have almost doubled on the house you cant make this up or even plan for changes like this  larry holdsworth no its not you have two businesses next to each other and they have competition why would that be any different between mass and nh   larry holdsworth why,2,0.0,0.0,,
3681,you folks do not stand a chance,2,0.0,0.0,,
3682,f u,2,0.0,0.0,,
3683,there are parts of nh that still need the minimum wage for where its at  like keene area and berlin  at the seacoast wallmarts minimum start is 15sooo what,2,0.0,0.0,,
3684,is sununu regarded well in nh i never hear much about him ,2,0.0,0.0,,
3685,hardware  software bots dont require a paycheck dont need medical insurance dont get tired and dont have a problem working 24x7 the future is coming ready or notnraising minimum wage is probably only hastening the day when humans need not applynhttpsyoutube7pqs557xqu,2,0.8,0.0,100.0,0.0
3686,he is a complete buffoon and a joke ,2,0.0,0.0,,
3687,schools must not be opened until the pandemic is under controlin the nation  we simply do not know who has the virus  testing is difficult to nonexistant  must have testing and tracing to control virus  ,2,0.0,0.0,,
3688,carolyn murray what in gods name does immigration  have to do with her comment that our state has disparities amongst schools and that they arent well supported ive worked in numerous schools in our state and have observed the same thing,2,0.0,0.0,,
3689,so after reading all the comments and insults i must saythere are no winners here and rent should still have been paid as soon as an individual had money coming in either by unemployment welfare ssi disability or stimulus checks or work once someones cash flow was restored they should have contacted the billing companies and landlord and negotiated payments to get caught up those companies and landlords provided a service to individuals and yes renting is a service and they deserve payment they all have expenses to pay too and without cash flow their business goes belly up or their expenses increase and the public pays that debt,2,0.0,0.0,,
3690,lets help people learn how college students can register to vote and vote absentee if they are interested  this is awesome thanks for hosting this wondering if theres a chance to do something like this for the state primary possible at night and ask for public to send questions via the comments posted in the live event post ,2,0.0,0.0,,
3691,pam poirier what funding teachers are under paid and schools are under funded pay teachers more and dont make them buy their classes school supplies and they might want to take the risk to go back other peoples children school,2,0.0,0.0,,
3692,if it was 30 an hour housing cost would double goods would double and on and on ,2,0.0,0.0,,
3693,bs fake news,2,0.0,0.0,,
3694, public schools are continually proving how worthless they are on a daily basis fund charter and religious schools so parents and students can choose a better education   let the teachers union step up  what a fucking joke  ,2,0.0,0.0,,
3695, bernadette halloranreally who cares about newbury and newburyport school i i when to andover i am also a real americanyou know what shut the fuck up ass hole,2,1.0,0.0,100.0,0.0
3696,love you guys make him gone this is absolutely true    love all you very nice job the country is behind you  piece of shit human being,2,0.0,0.0,,
3697,where is our contract,2,0.0,0.0,,
3698,minimum wage for minimum skill ,2,0.0,0.0,,
3699,and someone is actually surprised you have to make sure the lower class cant get too close to the elite pathetic  pathetic ,2,0.0,0.0,,
3700,to be honest this post is pretty factually inaccurate sununu is a republican but hes been quite nonpartisan,2,0.0,0.0,,
3701, teachers get off your asses like others who provide services to kids and do your job educate kids thats what youre paid for if not move aside and lets hire someone who is willing to educate our kids ,2,0.0,0.0,,
3702,tom seiler thank younnhopefully another 2 year term ahead im well aware of that yes he has done a solid job and should get another 4 years,2,1.5325,0.0,100.0,0.0
3703,i think he has done a great job especially during this pandemic,2,5.814,1.0,85.32,0.0
3704,i also heard how some renters told their landlords they didnt have to pay the rent because of the virus even though they were collecting thetr unemployment with the extra 600weekly talk about using the system never giving a thought about the landlord who has to pay a mortgage and taxes with no help,2,0.0,0.7143,100.0,1.0
3705,what would you recommend brenda for the overhaul i am curious as to what is better in your eyes how do we indeed overhaul education but this is not true of all schools  i am not a reflection of your school district  i dont know what the indoctrination is about please dont make a statement about all of us when you are speaking about your own personal experience take care not for education i liked him at first  he is not a friend of education  for special educators we have to meet within 30 days to look at our kids ieps and decide whether they need additional testing or skills in their ieps if we do not meet in that mandatory time period we are fined 1000 a student  in my district we have 250 special education students  how fair is that no friend of education i speak for myself and not for any organization ,2,0.0,1.0,100.0,1.0
3706,cookie osterstuck they come back for shopping and skiingsnowmobiling back and forth spreads flus worse bs,2,0.0,0.0,,
3707,kathleen lang voucher are a wonderful choice for parents and great competition for public schools way they are so afraid if they public schools were so good no one will be leaving them my opinion ,2,0.0,0.0,,
3708,the problem is jobs dont pay enough for the ridiculously high cost of living here in nh,2,0.7143,0.0,100.0,0.0
3709,jeremy daigle i thought you were gonna end that lame rant with cause stone cold said so that would have been the best part parents that taught remote that want the kids back in schoolneed your kids to be the teachers problems again teachers deserve more love watching the youths behavior they are responsible for is depressing ,2,0.0,0.0,,
3710,giving aid to private schools is bs for profit and nonprofit nonpublic schools have resources public schools dont,2,0.0,2.0,100.0,1.0
3711,kate n corkins people should be fined and charged for not wearing a mask if state officials deem its needed ken soucy would you consider 10 to high as a national min wage maybe 8950 what would you consider a good deal for everyone involved id argue if you cant pay a worker higher than 725 a hour you should not be open and have failed as a company ken soucy why cant there be a middle ground between 725 and 15 lol maybe 10  scott shannon already did and the fact the comment above has support while yours has none says it all homie lou jeep brain dead statement god isnt real and your family isnt waiting in heaven for you they are dead in the ground and you will be too this isnt depressing or mean just means live this life to the fullest but your god is fake scott shannon scott lives is a delusional dream world its ok  notice how the comment above got reactions while scott just sits here all alone,3,0.8,0.75,51.61,
3712,shelly gingras when my son went to private school he had guide lines to follow  no hats no shirts with rock band printing no earrings for boys no short dresses for girls no beards no long hair for boys  they learned about balancing a check book investments respect for others  and teachers were allow to discipline our students  public  not so much more like day care everyone gets a trophy for being for showing up no discipline etc  indoctrination yup with christian values what values do kids get from public schools that they steel my tax dollars for  carolyn murray go back to ma  yes anti sanctuary city  i dont like what the public schools are doin its more like indoctrination ,3,0.0,2.0,100.0,1.0
3713,kirk mcconnell i especially love the dont tread on me flag they say that and then tread on everybody else  harleys with pipes so loud that they have to blast their music to hear it over the noise or guys with big trucks and gun racks who you have to worry if theyre going to snap from road rage and kill everybody on the road who the hell is treading on you the rest of us want to get as far away from you as possible  jack shannon trump is ruining the country and you still dont get it  you guys call democrats socialists but you support someone in bed with russia right in front of your eyes even been proven by a republican committee  still you deny  you guys are the real traitors unless you are a troll from russia and then i probably complemented you we all need to be there on november 3rd this destruction of america and what it stands for needs to end now vote for joe like your country depends on it because it does suzanne mckinnon looked pretty competent during the town hall last night  especially liked when he called trump out for being a disgrace to the office and his lack of leadership  as old as joe is hes still a better man than that lying weasel  brandon holm thats funny just watched some of the town hall with biden  no teleprompter  and guess what sounded pretty awake to me and more like a leader who cares about everybody  unlike trump who only cares about trump karl anderson fear mongering anyone carol dow mcdougall half of them are russian trolls thats their job pauline decato yeah i did that with some of trumps signs they worked great ill get some more now so my fire will be great again  karla causer so youre saying youre into lying and repeating talking points to defend your man trump im a moderate democrat that believes in bipartisanship to solve problems  you seem to like division of america and fighting and yelling to solve our problems  how about some real answers instead of made up conspiracies  conservatism is the antidote to tyranny i would think possibly dying is a good reason to be afraid  however  if you practice thr 3 protocols most will be fine  republicans love the fearmongering talking point do you ever get tired of repeating the same bullshit why dont you try helping with the problem instead of making it worse we all want this to be over all nonmaskers do is prolong the agony  think you guys like it as much as conspiracy theories  ginger rojas now youre denying that republicans like to hoard guns why else would you be worried about the second amendment abortions and dont take my guns is the rights mottos  nobody wants your stupid guns but we often wonder what your planning with an arsenal hidden in your bunker  just expect the worse   karla causer then maybe you should smoke  might realize that what you accuse the left of is exactly what the right is doing helen mahoney yet they flip out cause pelosi didnt wear her mask to an appointment  why didnt the shop owner tell her to put it on was a setup thats why wanted to sell the footage to fox news  ginger rojas seriously  trump can shoot somebody in the street and youd vote for him oh yeah so would you guys with all the guns  karla causer the truth of hannity and carlson wow now thats some good pot youre on dan daigle everytime trump improvises he looks like he has more dementia than joe just drifts off into a psychosis speech needs another competency test  ralph racer see above  carl daniels its spreading like the virus  lie repeat lie repeat  facts for trumpians  richard bartlett lets get pot legalized  not going to happen while hes in office  he wouldnt go against his master trump  yes donald  yes donald  shawn faucher totally agree  somehow we have to stop this shit  we are 2 different groups of people being pushed to fight each other  conspiracies and insults arent helping anything   ralph russell if im wrong then whyis he doing away with intelligence briefings about election interference once a cheater always a cheater ask all his ex wives  just because there was no written  proof doesnt mean he wasnt welcoming the election interference  and if anyones a puppet hes putins and youre his not very hard to see ralph russell you are referring to the original investigation with mueller  this was a recent investigation by a bipartisan committee  it says while no verbal agreement was found to be found he also welcomed the assistance from the russians  his campaign advisers were easily manipulated and also welcomed the interference  how convenient of you to mention only part of the article yhere is also more evidence of interference in the 2020 election  is it possible for this man to win a fair election thats what there is no evidence of  donna clark i dont mean you i meant if someone who goes to the polls and doesnt know all the candidates in all positions then just vote a straight ticket  i thought about voting sununu for a while there but he dropped the ball with a few mistakes in judgement lately  think its time for a change  ralph russell httpswwwgooglecomampswwwnytimescom20200818uspoliticssenateintelligencerussianinterferencereportamphtml  nni just noticed your statement that the russian interference was a hoax  heres a link to show a republican committee   nfound interference in the 2016 election between russia and the us just had to correct youit wasnt a hoax just another reason trump shouldnt be in office  just saying  more cheating to come  donna clark hope youre right will vote blue on my ballot just because i know red isnt for most people who care about others if you dont know just vote a straight democratic ticket  donna clark seems like for local elections people get reelected from name recognition alone think many will vote for him on that alone  him being john sununus kid doesnt help  tricia bradford wouldnt expect you to get it whatever i can stick up for somebody if i want just like you can insult them donna has been around spewing her bs and should have somebody refute her crazy shit enough with the conspiracies  tricia bradford typical trump supporter just insults and stupid memes  hes someone with a different point of view than yours i know this is hard try acting like an adult once in a while   donna clark you can only stray so far from the domice and fear of trumps retaliation if he does anything resembling against trumps policies   earle whitney are you qanon or russian same old shit i hear from the russians  kind of hard to know  kathy lapointe really fed up with that do nothing bs why dont you talk to mitch mcconnell about why nothing gets done in congress  his desk is where bills go to die  the whole obama presidency was stalled due to republicans stopping everything that he tried to pass surprised he even got affordable care to pass now trump wants to do away with that before implementing anything during a pandemic so why dont you label the republican congress as do nothing  and get it right ,3,11.929699999999999,0.9737,92.45,0.0
3714,go sununu go trump,3,0.0,0.0,,
3715,the nea is a liberal hack organization who hate charter schools because they hate a better alternative that calls them out,3,0.0,0.0,,
3716,cynthia knowlton hiv measles sars mumps mers ebola zika those are the worldwide pandemics during just my lifetime most of them had multiple strains and multiple episodes if we expand this to epidemics the list is much much longer most of them were used to create public health plans over the decades which federal and many state officials ignored completely,3,0.0,0.0,,
3717,demorats  have been destroying this nation they are so corrupt anti americans and and will do anything to get babbling joe in office even voter fraud public schools are joke they been dumbing down the kids for yearsi say yes defund them  the teachers union are the biggest problem brainwashing the kids with leftwing thinking bs ,3,0.0,0.0,,
3718,hes done a fantastic job shouldnt have to use lies to sway votes ,3,3.75,0.0,100.0,0.0
3719,tom seiler and you have the truth  you cant stand the truthn mr veto and i hope he has had his last,3,0.0,0.0,,
3720, ill vote for him there is no demorat thats worth a shit i like my guns and freedom,3,0.0,0.0,,
3721,go to work  bullshit no they are not,3,0.0,0.0,,
3722,i love sununu and trumpnngave up on you finger pointing do nothing for me and america lying democrats nnkeep america great,3,0.9091,0.0,100.0,0.0
3723,cowardrhinoenough said ,3,0.0,0.0,,
3724,says the clown from billerica ,3,0.0,0.0,,
3725,httpswwwfacebookcomrockthevotevideos779335926155144vheextidx0lbqngiu96jrdy6dn please vote it is up to you ,3,0.0,0.0,,
3726,bill connery but so does the cost of a loaf of bread all relative  sorry mark lost my head democrats are the only ones that can say anything they want  i cant stand hassen probably as much as you cant stand trumpthats what is really sad peter kenniston sununu has done a great job you could go back to haggy hassen she was really effective,3,9.9886,0.0,100.0,0.0
3727,democrats are stupid to the core and the mortal enemy of this great republic  keep pushing and when you cross the line you will find out what real decent people are like when pushed too far,3,0.0,0.0,,
3728,because the governors an a,3,0.0,0.0,,
3729,dan hynes lets make it a million an hour so we can all retire monday afternoon,3,0.0,0.0,,
3730,god bless my governor and president liberal clowns should move back to ma,3,0.0,0.0,,
3731,send them to china ,3,0.0,0.0,,
3732,biden 2020,3,0.0,1.0,100.0,1.0
3733,i like sununu  sununa doing good job,3,0.0,0.0,,
3734, deborah m orell cuevas yes and other countries have all citizens that use things as simple as face masks to an extremely high level your glib do not reply you will only make an arse of yourself ,3,3.0,0.0,100.0,0.0
3735,fake newsvery fake news,3,0.0,0.0,,
3736,say it aint so ,3,0.0,0.0,,
3737,i see  the democratic  congress  took their  raises that they  give themselves  why dont you cry about that         the  democratic  socialist  have not  said  anything  on  here  all  year  now that you can all mail  your   7  voting ballots each  for   joe the pervert  and please dont compare new hampshire  with  massachusetts we have a lot more small business here,3,1.7297,0.0,100.0,0.0
3738,sununu is not just a trump lover like the rest i think he has nh best interest in mind,3,0.0,1.0,100.0,1.0
3739,about time to find charter schools,3,0.0,0.0,,
3740,vote this pos out nathan page you really are a fucking idiot  try pulling your head out of your ass and your mouth off trumps cock   nathan page troll alert elemis baier you should look at maine  the land of the unholy ,3,0.0,0.0,,
3741, joyce welby oh bullshit you are out of your mind heather klein thank god he is no cuomo ncuomo is directly responsible for thousands of deaths by ordering the sick to nursing homesdeath housesd governors dont get to tell insurance companys how to run their businesses  do you not recall that under obama most insurance companies pulled out of the stated he didnt attack public schools which in case you have forgotten are funded by each towns property tax  lee petruk how many people do you know that work for minium wagensounds to me like your bitching because yo swallowed the democrats propaganda  ginny morrissey do you realise how rediculas you soundnwe have some of the lowest covid stats in the nation and you are bitching about it and blaming sununun    so you want more sick people pat segatto and thats why sununu has an 80 approval ratingbecause he dosent know how to governn  robert w gage bullshit  show us your evidence to prove that  scott richmond bullshit bullshit bullshit bullshit n    this state is one of the best managed states in the country soe of the lowest covid stats in the nation 3rd safest state in the union 1 state to retire to   anne rogers that is total bullshitngo check the stats for nh some of the lowest in the country 8 people in hos6as of yesterday8 out of a population of 15 millionnstop believing the bullshit democrats propaganda scott priv we have some of the lowest covid stats in the country 8 people in hospital as of yesterday  most who have died have been over 60 with health problems d you have a crystal ball and can see the future craig willever have you looked at the nh statsnwe have some of the lowest covid cases in the country as of yesterday we have8people in hospital  nthis week only 4 people have died from it all over 60 with other health problemsnin other words you are just bleating what the de6told you to say blake octavian blair that is a flat out lie te us exactly what he has done to support his own interests timothy w goff governors in nh are elected every 2 years  william sandoe thats a load of crapntell us  exactly  how john sununu set back climate change action for 40 yearsall by himselfnbullshit gretchen vermeulen allowing since when does the governor of a state get to tell the president what he can and can not don catherine favreau he didnt give it to himself  the legislature voted it  bonnie kucharski constantakos he allowed trump ingood god i was unaware that we stopped people at the new hampshire bordern      and since when does the president of the united states need your permission to enter a statenwho died and left you in chargenyou are an idiot carol baker lady as far as education goes you are still in the school yard anyone who compares trump to hitler is flat out ignorantnyou clearly know squat about hitler and are doing nothing but bleating the democrats propaganda  which in itself is ignorantn       hitler had the opposition killed ngive us a list of whom trump has had killedn      hitler had the seat of government  the reichstag burned to the groundnlast time i looked the capitol building was still there ncongress is still therenhitler confiscated gunsni still have minenhitler annexed austria and   the sudaten land n     which countries has trump invadedn        lady you need an education n bob drew the depth of your intelligence is equal to a coat of paint carol baker you are an idiotd uneducated as well comparing trump to hitler is assanine  idiotic untrue and cause the rest of us to seriously question your mental healthyou are obviously disturbed   carol baker what the hell is wrong with you  this page has zero to do with trumpor are you calling the governor a racistn    if so you are a brainwashed moron judy divincenzo i guess you have never lived in new hampshirethe governor has nothing to do with property taxes that is the decision of each separate townn     what you are selling is bs  kimberly meuse that is a pile of bullshit irene jane turner the pay raise came from the legislature   anne rogers we have some of the lowest covid numbers in the entire country and without a mask mandated  we have only 20 people in hospitalnwe do not need a mandate you want to wear a mask go ahead jack blaney if you are suggesting his father made money off the state beyond his saleri and did so illegally lets see your proof otherwise shut the hell up and stop spreading propaganda anne vandersmissen sure vote in higher taxes income tax sales tax  gun control more rules more business regulations and kiss some of your freedoms good by  how dumb can you be kay reinold the legislature votes on raises  learn how the state works bonnie kucharski constantakos since when does a govenor any govenor tell the president what to do  tom cooper dont give me that crap  sununu is one of the best goveners this state has had  with an 80 approval rating  a damn site better than some of the ones we have hadshaheen for one it is protocol for a govenor to greet the president james m carrier he won because he was better then the alternative that is a false assumption with out an ounce of truth to it   and it is time for the moron democrats to realize that in nh we do not support your liberal bullshit  bullshit bullshit bullshit  sununu is one of the best govenors this state has had in the last 30 years  ,3,15.6915,6.2643,71.47,
3742,james kreutz ,3,0.0,0.0,,
3743,bruce eldridge i remind management that their employees expertise greatly exceeds their compensation amy moskwa thank you for a response and validating my concern for your safety  when schools were closed this spring it was because the risk was deemed to great for students teachers and staff  now with numbers rising for infection some bully has given an ultimatum to reopen schools putting you at risk  it saddens me to think the rush to reopen may result in the loss of innocent lives when delaying in person teaching could reduce the risk  nni appreciate your position making a decision of this magnitude must be very stressful  i wish you the best in whatever you choose the teachers union should have only one goal a safe environment for students teachers and staff  i am disappointed that you have procrastinated all summer to have announced any plan  this should have been decided months ago  a complete curriculum for remote learning should have been made available for all districts so alternatives to in person education could have been made  now every parent is faced with the decision of putting their child in harms way  like i said its very disappointing not to have good educational leadership in this state,3,0.8,0.75,51.61,
3744,nope  are they recyclable   we need to keep negative crap out of nh politics  i will not base my vote on any individual party,3,1.0,0.0,100.0,0.0
3745,,3,0.0,0.0,,
3746,if sununu puts his loyalty to trump first then why did sununu refuse to attend trumps rally,3,0.0,0.0,,
3747,nathan page  to them it was a free pass why dig yourself deeper  no shit it wasnt a free pass 600 hun a week shuda payed the damn rent sorry not sorry getting 600 hun a week stimulus check ya shuda payed some rent with it this wasnt a free ride folks landlords have to survive as well sharon heffron  hell nooo yep if you were getting 600 a week and you didnt pay bills well then thats your problem people thought this was a free pass i feel bad for all the honest landlords out there,3,0.0,0.0,,
3748,he dropped the ball for the school districts byebye,3,0.0,0.0,,
3749,thank god and anyone that dont like it move too detroit and enjoy the world of democrats lol you morons,3,1.0,0.0,100.0,0.0
3750,cathy west plus accepted a 31000 pay raise for himself hmmmm  gods way of cleaning up the gene pool  just sayin   edward munroe then dont get anyone pregt simple  right jeff bouvier what are few freedoms,3,0.0,0.0,,
3751, there is no world wide pandemicthats your partys latest bullshit story we know its about power control and promotion of new world order  not on my watch,3,0.0,0.0,,
3752,yeah like im gonna trust a democrat  ,3,0.0,0.0,,
3753,see all the human slimen,3,0.0,0.0,,
